AGAP011225,2.85E-05,0
AGAP011325,3.58E-05,0
AGAP011375,1.06E-05,0
AGAP011435,1.37E-06,0
AGAP011575,2.65E-05,0
AGAP011745,3.78E-05,0
AGAP011815,9.41E-05,0
AGAP012175,1.75E-05,0
AGAP012245,2.56E-05,0
AGAP012435,9.91E-08,0
AGAP012455,1.13E-05,0
AGAP012495,3.57E-08,0
AGAP012525,2.56E-06,0
AGAP012725,0.0009993,0
AGAP012735,1.13E-06,0
AGAP012845,4.39E-07,0
AGAP012925,7.85E-05,0
AGAP012955,0.00016646,0
AGAP013225,0.00021221,0
AGAP028225,0.000301914,0
AGAP028495,0.001114405,0
AGAP028525,1.92E-06,0
AGAP029185,0.007921523,0
AGAP029195,4.38E-06,0
AGAP029525,1.49E-07,0
AGAP029635,3.61E-06,0
AGAP029765,4.20E-05,0
AGAP012125,0.000399042,0.00010073
AGAP013115,5.15E-05,0.000101465
AGAP012555,9.70E-06,0.000104101
AGAP011125,0.000155288,0.000104477
AGAP011765,9.40E-05,0.000104852
AGAP029585,0.042829742,0.000105783
AGAP012795,0.058883552,0.000113866
AGAP012915,4.57E-05,0.000114604
AGAP011255,0.053660352,0.000116491
AGAP011985,3.46E-05,0.000116577
AGAP011275,0.006620832,0.000119248
AGAP013525,0.009648027,0.000126272
AGAP013235,0.001165468,0.000126692
AGAP012315,0.001149233,0.000136456
AGAP013485,0.025257623,0.000143835
AGAP011845,0.000500524,0.000167482
AGAP011395,0.003558156,0.000169592
AGAP012945,0.000260429,0.000169592
AGAP029245,8.53E-05,0.000174401
AGAP011555,0.060489878,0.000176295
AGAP028725,0.000661326,0.000176335
AGAP012395,8.34E-05,0.000195284
AGAP012975,0.000825915,0.000208549
AGAP029325,0.006557384,0.00020865
AGAP012645,0.000892072,0.000214484
AGAP029715,0.00430988,0.000218419
AGAP012265,9.63E-05,0.000225892
AGAP011795,4.43E-05,0.000241685
AGAP013475,0.001841198,0.000245929
AGAP013145,0.013471047,0.000251006
AGAP012585,4.34E-05,0.00025589
AGAP028685,0.002030503,0.00027026
AGAP011655,0.00026922,0.000280457
AGAP013725,2.51E-05,0.000305872
AGAP011625,0.012292022,0.000307397
AGAP013285,0.000993734,0.000313547
AGAP012985,3.98E-05,0.000318136
AGAP011735,0.000163604,0.000324812
AGAP011935,0.012415755,0.000326581
AGAP012715,1.11E-07,0.000339357
AGAP012625,0.00020837,0.000341918
AGAP012635,1.79E-06,0.000343006
AGAP012815,0.000171637,0.000356202
AGAP011615,1.75E-05,0.000356928
AGAP011835,0.000200833,0.000395103
AGAP011675,0.001888331,0.000405115
AGAP029565,0.016463945,0.000431566
AGAP012935,0.000324526,0.000462619
AGAP028635,0.00774327,0.000486925
AGAP012885,0.032236113,0.000543898
AGAP013775,0.000338202,0.000544476
AGAP029485,0.018569349,0.000558933
AGAP011215,0.013979459,0.000566317
AGAP011955,7.71E-05,0.000578471
AGAP012375,0.001111461,0.000586898
AGAP029545,0.021914968,0.000609382
AGAP013465,0.01318625,0.000623466
AGAP012385,0.039948955,0.000628042
AGAP012235,0.005597036,0.00063092
AGAP028185,7.92E-05,0.000644898
AGAP028115,2.69E-05,0.000703731
AGAP011415,0.042687644,0.000726436
AGAP029425,0.001844616,0.000730598
AGAP013315,0.035138712,0.000749228
AGAP012655,8.88E-05,0.000792788
AGAP028485,0.001372588,0.000794809
AGAP013755,0.000968964,0.000999035
AGAP028215,0.001652453,0.001097738
AGAP011785,0.001219836,0.001385037
AGAP027995,0.006643715,0.001409425
AGAP013515,0.000686944,0.001427997
AGAP013275,0.002735557,0.001445991
AGAP029175,0.005896245,0.001530151
AGAP012685,0.00088965,0.002345365
AGAP012515,0.005968341,0.002380657
AGAP029225,0.00690651,0.002521527
AGAP029255,0.016806662,0.002611619
AGAP029555,0.000292495,0.002629715
AGAP029265,0.00191593,0.002896828
AGAP012875,0.091943307,0.002914326
AGAP013215,0.001686749,0.002975494
AGAP028145,0.002566413,0.003367977
AGAP012755,0.003890588,0.006204574
AGAP013435,8.64E-05,1.01E-07
AGAP027985,0.000138871,1.01E-05
AGAP011455,0.000674241,1.04E-06
AGAP013535,3.05E-05,1.04E-05
AGAP012445,1.28E-05,1.05E-06
AGAP013255,7.03E-08,1.05E-05
AGAP012275,0.000850684,1.08E-06
AGAP011775,0.000183922,1.09E-05
AGAP012255,5.05E-05,1.10E-05
AGAP013395,0.000107403,1.10E-06
AGAP011885,0.000501553,1.13E-05
AGAP028675,0.000279313,1.13E-05
AGAP029235,7.14E-05,1.15E-05
AGAP012855,6.80E-05,1.18E-05
AGAP013365,0.005624259,1.24E-06
AGAP011155,1.37E-05,1.32E-05
AGAP011915,0.000688121,1.32E-05
AGAP012535,0.000179552,1.34E-06
AGAP028695,0.00121783,1.34E-05
AGAP011195,0.000164321,1.39E-06
AGAP013165,6.17E-06,1.39E-05
AGAP012185,0.01642234,1.41E-05
AGAP029115,5.82E-05,1.44E-08
AGAP012135,0.001285266,1.51E-05
AGAP012335,0.00010638,1.51E-07
AGAP011665,0.001701486,1.58E-07
AGAP012995,0.000181146,1.58E-07
AGAP011975,0.000368052,1.59E-05
AGAP011245,0.000290645,1.76E-05
AGAP029665,0.000417518,1.82E-06
AGAP029475,6.44E-07,1.83E-06
AGAP012155,0.010676517,1.87E-05
AGAP028135,0.029921543,1.88E-05
AGAP011115,0.00282381,1.97E-07
AGAP011515,0.010689512,1.98E-05
AGAP013155,0.007905409,2.08E-05
AGAP012565,1.24E-05,2.11E-05
AGAP012545,0.008585787,2.19E-05
AGAP011565,3.04E-05,2.23E-05
AGAP011145,3.71E-05,2.34E-05
AGAP013335,0.000455864,2.41E-06
AGAP011345,1.21E-05,2.44E-07
AGAP012415,6.15E-05,2.44E-07
AGAP029675,0.00017639,2.44E-06
AGAP028455,0.000119167,2.47E-06
AGAP011135,0.000408181,2.51E-05
AGAP011445,0.000565307,2.52E-05
AGAP013125,1.86E-05,2.56E-05
AGAP029735,0.000235695,2.57E-05
AGAP013175,0.004162166,2.59E-05
AGAP013445,0.000120005,2.65E-06
AGAP029445,0.002889857,2.69E-05
AGAP029535,3.97E-06,2.78E-05
AGAP011475,0.002038033,2.79E-06
AGAP012745,8.42E-08,2.80E-05
AGAP011875,0.000211408,2.85E-06
AGAP012665,3.70E-05,2.88E-08
AGAP012695,7.02E-05,3.03E-05
AGAP029615,0.002346103,3.14E-05
AGAP011185,0.000318134,3.45E-07
AGAP029125,9.61E-05,3.46E-06
AGAP013375,0.000217742,3.54E-05
AGAP011925,2.63E-05,3.59E-05
AGAP011825,0.000652429,3.72E-05
AGAP028415,1.33E-05,3.74E-06
AGAP011365,0.001683139,3.76E-05
AGAP012825,1.20E-05,3.81E-06
AGAP011895,0.000687697,3.85E-05
AGAP028665,6.21E-06,3.88E-07
AGAP012675,3.50E-05,4.03E-07
AGAP029465,0.000105491,4.20E-06
AGAP029625,0.023190114,4.23E-05
AGAP013545,0.001011972,4.32E-05
AGAP012485,0.000201708,4.36E-06
AGAP029595,0.001131866,4.36E-05
AGAP012195,0.000398438,4.43E-05
AGAP011495,2.86E-06,4.68E-05
AGAP013385,0.000688361,4.84E-05
AGAP029575,0.001009392,5.03E-07
AGAP012865,0.000113244,5.30E-06
AGAP012225,0.001250439,5.37E-06
AGAP013745,7.16E-05,5.38E-05
AGAP011535,0.006805789,5.44E-06
AGAP012425,1.91E-05,5.99E-06
AGAP029645,8.26E-06,6.01E-06
AGAP029365,0.000128362,6.11E-05
AGAP011425,2.92E-05,6.12E-06
AGAP028565,0.000985045,6.21E-05
AGAP011285,7.44E-05,6.26E-06
AGAP028645,0.005012129,6.81E-05
AGAP011965,6.60E-05,6.84E-05
AGAP011635,0.000958213,6.86E-06
AGAP012325,0.002473253,6.88E-06
AGAP013265,0.000488735,7.21E-06
AGAP028425,0.000541293,7.33E-05
AGAP028855,0.000812556,7.50E-05
AGAP013495,0.000150053,7.82E-05
AGAP029515,0.008594866,7.91E-05
AGAP013455,0.014989959,7.94E-06
AGAP028175,0.000208844,8.01E-05
AGAP012145,0.009565654,8.14E-05
AGAP028655,5.47E-06,8.18E-05
AGAP011695,0.010118637,8.40E-06
AGAP029455,0.028038712,8.53E-05
AGAP011945,0.001747635,8.63E-08
AGAP012895,0.000173245,8.73E-06
AGAP013425,0.001227087,8.78E-05
AGAP012365,0.000210172,9.15E-06
AGAP012345,0.00236554,9.35E-08
AGAP028735,2.33E-05,9.48E-05
AGAP012835,0.000278392,9.58E-06
AGAP012295,0.000112978,9.64E-07
AGAP011165,0.000916753,9.97E-05
